FL_DATE,AIRLINE,airline_name,ORIGIN,DEST,ARR_DELAY,CANCELLED,DAY_OF_WEEK
2021-01-05,PSA Airlines Inc.,,CVG,CLT,24.0,0.0,Tuesday
2021-09-21,Southwest Airlines Co.,Southwest Airlines,MCO,IND,10.0,0.0,Tuesday
2020-09-27,Southwest Airlines Co.,Southwest Airlines,MCO,IND,-21.0,0.0,Sunday
2022-02-07,Mesa Airlines Inc.,,IAH,DFW,-17.0,0.0,Monday
2020-04-24,Southwest Airlines Co.,Southwest Airlines,MDW,LAS,-18.0,0.0,Friday
2023-04-04,Delta Air Lines Inc.,Delta Air Lines,SRQ,ATL,-20.0,0.0,Tuesday
2022-11-15,Delta Air Lines Inc.,Delta Air Lines,PIT,ATL,5.0,0.0,Tuesday
2023-07-27,United Air Lines Inc.,United Airlines,BDL,ORD,-5.0,0.0,Thursday
2021-11-20,United Air Lines Inc.,United Airlines,LAS,DEN,-8.0,0.0,Saturday
2023-01-24,Frontier Airlines Inc.,Frontier Airlines,DEN,RDU,-21.0,0.0,Tuesday
2022-08-21,Allegiant Air,,LCK,PIE,5.0,0.0,Sunday
2022-07-01,Alaska Airlines Inc.,Alaska Airlines,SMF,SEA,-11.0,0.0,Friday
2022-07-02,Horizon Air,,FAT,PDX,7.0,0.0,Saturday
2023-02-09,Southwest Airlines Co.,Southwest Airlines,STL,MCI,-10.0,0.0,Thursday
2020-03-10,Envoy Air,,DFW,SJT,-4.0,0.0,Tuesday
2019-02-08,Delta Air Lines Inc.,Delta Air Lines,CLT,JFK,-11.0,0.0,Friday
2021-06-07,SkyWest Airlines Inc.,SkyWest Airlines,PHX,BUR,18.0,0.0,Monday
2022-06-17,Spirit Air Lines,Spirit Airlines,MYR,DTW,0.0,0.0,Friday
2023-01-02,Delta Air Lines Inc.,Delta Air Lines,SAN,DTW,-3.0,0.0,Monday
2021-12-01,SkyWest Airlines Inc.,SkyWest Airlines,ORD,EAU,-14.0,0.0,Wednesday
2022-08-14,Delta Air Lines Inc.,Delta Air Lines,DFW,JFK,-23.0,0.0,Sunday
2022-06-12,Republic Airline,,LGA,DCA,-4.0,0.0,Sunday
2019-07-11,Delta Air Lines Inc.,Delta Air Lines,SFO,CVG,-27.0,0.0,Thursday
2023-01-02,American Airlines Inc.,American Airlines,PHX,CLT,24.0,0.0,Monday
2019-05-28,United Air Lines Inc.,United Airlines,IAH,TPA,-25.0,0.0,Tuesday
2022-02-28,Spirit Air Lines,Spirit Airlines,LGA,BNA,1.0,0.0,Monday
2020-10-29,Frontier Airlines Inc.,Frontier Airlines,BOS,MCO,-16.0,0.0,Thursday
2023-07-19,JetBlue Airways,JetBlue Airways,BOS,LAX,-21.0,0.0,Wednesday
2019-12-17,Southwest Airlines Co.,Southwest Airlines,MSP,MDW,-23.0,0.0,Tuesday
2019-03-10,Republic Airline,,DCA,SYR,-8.0,0.0,Sunday
2021-04-14,Endeavor Air Inc.,,TYS,ATL,-16.0,0.0,Wednesday
2021-01-03,United Air Lines Inc.,United Airlines,EWR,MCO,29.0,0.0,Sunday
2022-04-01,Southwest Airlines Co.,Southwest Airlines,OAK,SNA,9.0,0.0,Friday
2020-02-20,Frontier Airlines Inc.,Frontier Airlines,MIA,EWR,-4.0,0.0,Thursday
2021-08-05,JetBlue Airways,JetBlue Airways,EWR,FLL,-9.0,0.0,Thursday
2020-11-13,Spirit Air Lines,Spirit Airlines,MYR,BOS,-35.0,0.0,Friday
2019-04-17,Delta Air Lines Inc.,Delta Air Lines,ATL,CHS,-9.0,0.0,Wednesday
2020-08-14,Southwest Airlines Co.,Southwest Airlines,DCA,MCO,-21.0,0.0,Friday
2022-05-15,Envoy Air,,SHV,DFW,-25.0,0.0,Sunday
2021-03-31,Delta Air Lines Inc.,Delta Air Lines,DEN,DTW,-10.0,0.0,Wednesday
2022-01-31,Delta Air Lines Inc.,Delta Air Lines,XNA,ATL,-15.0,0.0,Monday
2023-03-24,Delta Air Lines Inc.,Delta Air Lines,MSP,FLL,66.0,0.0,Friday
2022-07-13,PSA Airlines Inc.,,PHL,BGR,-11.0,0.0,Wednesday
2020-09-03,JetBlue Airways,JetBlue Airways,FLL,EWR,-29.0,0.0,Thursday
2019-09-22,American Airlines Inc.,American Airlines,CLT,BNA,-10.0,0.0,Sunday
2021-06-13,Southwest Airlines Co.,Southwest Airlines,BWI,LAX,48.0,0.0,Sunday
2021-09-02,Endeavor Air Inc.,,LGA,ORF,-23.0,0.0,Thursday
2019-12-09,Delta Air Lines Inc.,Delta Air Lines,TPA,ATL,-11.0,0.0,Monday
2022-02-09,Delta Air Lines Inc.,Delta Air Lines,LAX,SAT,-9.0,0.0,Wednesday
2022-02-06,Delta Air Lines Inc.,Delta Air Lines,MSY,JFK,24.0,0.0,Sunday
2020-08-21,Delta Air Lines Inc.,Delta Air Lines,JFK,SLC,-17.0,0.0,Friday
2021-11-12,Allegiant Air,,ELM,SFB,29.0,0.0,Friday
2020-01-10,Frontier Airlines Inc.,Frontier Airlines,ATL,MIA,-3.0,0.0,Friday
2022-05-07,Horizon Air,,RDD,SEA,1.0,0.0,Saturday
2020-11-24,Delta Air Lines Inc.,Delta Air Lines,SFO,SLC,-10.0,0.0,Tuesday
2020-02-02,Delta Air Lines Inc.,Delta Air Lines,OAK,SLC,-27.0,0.0,Sunday
2020-11-22,Southwest Airlines Co.,Southwest Airlines,TPA,BNA,-18.0,0.0,Sunday
2020-09-19,PSA Airlines Inc.,,CLT,GRR,-10.0,0.0,Saturday
2022-05-28,Frontier Airlines Inc.,Frontier Airlines,MCO,DEN,30.0,0.0,Saturday
2021-10-18,Allegiant Air,,LCK,SFB,3.0,0.0,Monday
2020-01-22,PSA Airlines Inc.,,CAK,LGA,-25.0,0.0,Wednesday
2022-11-01,American Airlines Inc.,American Airlines,BOS,DCA,-4.0,0.0,Tuesday
2023-05-21,American Airlines Inc.,American Airlines,GSP,CLT,13.0,0.0,Sunday
2023-03-01,American Airlines Inc.,American Airlines,EWR,CLT,38.0,0.0,Wednesday
2019-04-02,Endeavor Air Inc.,,ATL,LEX,-4.0,0.0,Tuesday
2023-01-29,United Air Lines Inc.,United Airlines,PHL,IAH,4.0,0.0,Sunday
2021-01-22,American Airlines Inc.,American Airlines,MCO,PHL,-23.0,0.0,Friday
2022-08-28,American Airlines Inc.,American Airlines,CLT,MSP,-20.0,0.0,Sunday
2021-08-29,Southwest Airlines Co.,Southwest Airlines,BWI,MIA,-6.0,0.0,Sunday
2019-04-17,Southwest Airlines Co.,Southwest Airlines,EWR,DEN,-14.0,0.0,Wednesday
2020-01-02,American Airlines Inc.,American Airlines,FLL,CLT,-12.0,0.0,Thursday
2020-01-23,Envoy Air,,ILM,LGA,-24.0,0.0,Thursday
2022-07-23,Horizon Air,,STS,SEA,-8.0,0.0,Saturday
2022-03-14,PSA Airlines Inc.,,DAY,DCA,-22.0,0.0,Monday
2020-08-25,American Airlines Inc.,American Airlines,CLT,SAT,1.0,0.0,Tuesday
2021-11-24,American Airlines Inc.,American Airlines,LGA,DFW,-1.0,0.0,Wednesday
2023-03-08,PSA Airlines Inc.,,PHL,BDL,-17.0,0.0,Wednesday
2020-06-14,American Airlines Inc.,American Airlines,CLT,BWI,-19.0,0.0,Sunday
2020-01-30,Frontier Airlines Inc.,Frontier Airlines,MCO,TTN,-8.0,0.0,Thursday
2022-12-03,Frontier Airlines Inc.,Frontier Airlines,PHL,MCO,-34.0,0.0,Saturday
2020-05-23,Southwest Airlines Co.,Southwest Airlines,MDW,OMA,-17.0,0.0,Saturday
2022-07-15,Frontier Airlines Inc.,Frontier Airlines,MCO,ALB,-23.0,0.0,Friday
2020-09-18,SkyWest Airlines Inc.,SkyWest Airlines,ORD,PHL,-14.0,0.0,Friday
2020-06-12,Allegiant Air,,IDA,LAS,-6.0,0.0,Friday
2023-01-26,Endeavor Air Inc.,,DCA,CVG,-5.0,0.0,Thursday
2022-02-01,American Airlines Inc.,American Airlines,LAX,BOS,-26.0,0.0,Tuesday
2021-12-22,Spirit Air Lines,Spirit Airlines,LBE,MCO,-1.0,0.0,Wednesday
2022-08-20,Southwest Airlines Co.,Southwest Airlines,BNA,AUS,-2.0,0.0,Saturday
2019-10-04,Alaska Airlines Inc.,Alaska Airlines,SEA,ONT,33.0,0.0,Friday
2022-04-02,United Air Lines Inc.,United Airlines,DEN,IAH,4.0,0.0,Saturday
2019-04-27,Endeavor Air Inc.,,LGA,DSM,-7.0,0.0,Saturday
2022-05-05,Southwest Airlines Co.,Southwest Airlines,CHS,DAL,83.0,0.0,Thursday
2022-12-29,Delta Air Lines Inc.,Delta Air Lines,DTW,BWI,155.0,0.0,Thursday
2022-05-14,Mesa Airlines Inc.,,IAH,MFE,-10.0,0.0,Saturday
2020-07-16,Alaska Airlines Inc.,Alaska Airlines,ANC,SEA,-14.0,0.0,Thursday
2019-09-09,Southwest Airlines Co.,Southwest Airlines,ATL,FLL,-17.0,0.0,Monday
2021-01-18,Southwest Airlines Co.,Southwest Airlines,IND,DEN,-2.0,0.0,Monday
2022-10-05,Southwest Airlines Co.,Southwest Airlines,SAT,PHX,-8.0,0.0,Wednesday
2022-03-24,SkyWest Airlines Inc.,SkyWest Airlines,DEN,CID,18.0,0.0,Thursday
2019-04-16,JetBlue Airways,JetBlue Airways,BOS,FLL,-20.0,0.0,Tuesday
2020-07-31,Southwest Airlines Co.,Southwest Airlines,PHX,BUR,-14.0,0.0,Friday
2020-08-26,SkyWest Airlines Inc.,SkyWest Airlines,DEN,ELP,14.0,0.0,Wednesday
2022-07-26,SkyWest Airlines Inc.,SkyWest Airlines,SBN,ATL,-6.0,0.0,Tuesday
2019-08-05,PSA Airlines Inc.,,DAY,PHL,-2.0,0.0,Monday
2019-03-29,Envoy Air,,FAR,ORD,-14.0,0.0,Friday
2019-02-11,American Airlines Inc.,American Airlines,LAS,DFW,-14.0,0.0,Monday
2020-01-19,Alaska Airlines Inc.,Alaska Airlines,SEA,LAX,-8.0,0.0,Sunday
2022-01-12,Endeavor Air Inc.,,DTW,LEX,-23.0,0.0,Wednesday
2021-11-15,PSA Airlines Inc.,,STL,DCA,-8.0,0.0,Monday
2021-11-07,Horizon Air,,EUG,SEA,-9.0,0.0,Sunday
2022-09-25,Delta Air Lines Inc.,Delta Air Lines,LAX,SLC,-5.0,0.0,Sunday
2019-04-04,JetBlue Airways,JetBlue Airways,MCO,SJU,-17.0,0.0,Thursday
2022-02-15,Southwest Airlines Co.,Southwest Airlines,MCO,BUF,-14.0,0.0,Tuesday
2023-05-15,Southwest Airlines Co.,Southwest Airlines,SAN,RNO,4.0,0.0,Monday
2019-07-12,Southwest Airlines Co.,Southwest Airlines,BWI,BNA,5.0,0.0,Friday
2022-06-04,Southwest Airlines Co.,Southwest Airlines,DEN,SJC,-9.0,0.0,Saturday
2021-06-20,SkyWest Airlines Inc.,SkyWest Airlines,AMA,IAH,20.0,0.0,Sunday
2022-09-01,Spirit Air Lines,Spirit Airlines,LAS,MCI,11.0,0.0,Thursday
2022-12-29,Delta Air Lines Inc.,Delta Air Lines,SAN,MSP,4.0,0.0,Thursday
2020-02-27,Southwest Airlines Co.,Southwest Airlines,AUS,DAL,-1.0,0.0,Thursday
2022-01-30,SkyWest Airlines Inc.,SkyWest Airlines,LAX,SFO,-11.0,0.0,Sunday
2021-06-15,Southwest Airlines Co.,Southwest Airlines,PHX,SAN,82.0,0.0,Tuesday
2021-07-13,Delta Air Lines Inc.,Delta Air Lines,SDF,ATL,-14.0,0.0,Tuesday
2019-04-23,Mesa Airlines Inc.,,FAT,PHX,28.0,0.0,Tuesday
2023-03-02,SkyWest Airlines Inc.,SkyWest Airlines,ORD,AVP,-14.0,0.0,Thursday
2022-04-27,Southwest Airlines Co.,Southwest Airlines,KOA,HNL,-6.0,0.0,Wednesday
2023-02-13,Delta Air Lines Inc.,Delta Air Lines,ATL,FLL,-14.0,0.0,Monday
2020-11-08,Southwest Airlines Co.,Southwest Airlines,DAL,MDW,-24.0,0.0,Sunday
2023-04-08,Delta Air Lines Inc.,Delta Air Lines,DCA,ATL,5.0,0.0,Saturday
2019-12-07,PSA Airlines Inc.,,ECP,CLT,-25.0,0.0,Saturday
2022-02-26,SkyWest Airlines Inc.,SkyWest Airlines,ORD,DTW,-27.0,0.0,Saturday
2022-12-17,Southwest Airlines Co.,Southwest Airlines,BWI,PHX,-5.0,0.0,Saturday
2019-06-14,Delta Air Lines Inc.,Delta Air Lines,JFK,MSP,-35.0,0.0,Friday
2019-06-04,SkyWest Airlines Inc.,SkyWest Airlines,ORD,SPI,21.0,0.0,Tuesday
2020-03-31,Delta Air Lines Inc.,Delta Air Lines,ATL,PBI,-10.0,0.0,Tuesday
2020-03-04,Spirit Air Lines,Spirit Airlines,FLL,LAX,-11.0,0.0,Wednesday
2021-05-14,Horizon Air,,SJC,GEG,-21.0,0.0,Friday
2022-07-20,Southwest Airlines Co.,Southwest Airlines,BUR,OAK,-7.0,0.0,Wednesday
2023-08-27,Alaska Airlines Inc.,Alaska Airlines,SIT,SEA,-5.0,0.0,Sunday
2019-05-17,Delta Air Lines Inc.,Delta Air Lines,MKE,ATL,-12.0,0.0,Friday
2021-05-14,Southwest Airlines Co.,Southwest Airlines,MSY,HOU,-9.0,0.0,Friday
2021-06-21,American Airlines Inc.,American Airlines,DFW,SAN,58.0,0.0,Monday
2022-03-23,American Airlines Inc.,American Airlines,STL,LGA,-12.0,0.0,Wednesday
2020-01-06,ExpressJet Airlines LLC d/b/a aha!,,LRD,IAH,-26.0,0.0,Monday
2023-05-03,Delta Air Lines Inc.,Delta Air Lines,ATL,IND,-4.0,0.0,Wednesday
2021-07-17,American Airlines Inc.,American Airlines,LGA,CLT,-26.0,0.0,Saturday
2019-07-28,PSA Airlines Inc.,,CLT,BTR,-20.0,0.0,Sunday
2021-08-14,Republic Airline,,AUS,PHL,67.0,0.0,Saturday
2023-05-13,SkyWest Airlines Inc.,SkyWest Airlines,IAH,BOI,-42.0,0.0,Saturday
2021-12-18,PSA Airlines Inc.,,CHS,PHL,-13.0,0.0,Saturday
2019-08-19,Envoy Air,,GNV,MIA,-9.0,0.0,Monday
2022-08-29,JetBlue Airways,JetBlue Airways,BWI,BOS,-9.0,0.0,Monday
2023-02-05,Allegiant Air,,LAS,FCA,-17.0,0.0,Sunday
2021-09-14,United Air Lines Inc.,United Airlines,EWR,BNA,-24.0,0.0,Tuesday
2022-04-22,Delta Air Lines Inc.,Delta Air Lines,ATL,OKC,-22.0,0.0,Friday
2021-04-16,Allegiant Air,,SBN,SFB,-14.0,0.0,Friday
2023-04-19,Southwest Airlines Co.,Southwest Airlines,MDW,AUS,-21.0,0.0,Wednesday
2020-07-01,American Airlines Inc.,American Airlines,CLT,FLL,-20.0,0.0,Wednesday
2019-03-21,SkyWest Airlines Inc.,SkyWest Airlines,SLC,PIH,-21.0,0.0,Thursday
2022-05-02,JetBlue Airways,JetBlue Airways,JFK,FLL,-32.0,0.0,Monday
2019-06-26,PSA Airlines Inc.,,VPS,CLT,-11.0,0.0,Wednesday
2019-02-21,Republic Airline,,IAH,ATL,3.0,0.0,Thursday
2022-07-25,United Air Lines Inc.,United Airlines,SAT,IAH,71.0,0.0,Monday
2023-06-12,American Airlines Inc.,American Airlines,SJU,CLT,8.0,0.0,Monday
2020-01-03,Delta Air Lines Inc.,Delta Air Lines,ATL,MSP,-21.0,0.0,Friday
2022-07-30,Southwest Airlines Co.,Southwest Airlines,SAN,AUS,65.0,0.0,Saturday
2020-10-28,Alaska Airlines Inc.,Alaska Airlines,SEA,STL,-2.0,0.0,Wednesday
2021-06-12,Southwest Airlines Co.,Southwest Airlines,DCA,AUS,-17.0,0.0,Saturday
2021-01-20,Southwest Airlines Co.,Southwest Airlines,BWI,ATL,11.0,0.0,Wednesday
2022-12-28,SkyWest Airlines Inc.,SkyWest Airlines,SLC,DEN,-5.0,0.0,Wednesday
2019-01-18,Southwest Airlines Co.,Southwest Airlines,PHX,DAL,-10.0,0.0,Friday
2020-11-14,Delta Air Lines Inc.,Delta Air Lines,DEN,ATL,-8.0,0.0,Saturday
2021-11-04,Republic Airline,,JFK,DCA,-17.0,0.0,Thursday
2021-11-16,SkyWest Airlines Inc.,SkyWest Airlines,LGA,ORD,-29.0,0.0,Tuesday
2022-09-22,Southwest Airlines Co.,Southwest Airlines,DEN,PIT,15.0,0.0,Thursday
2020-09-02,SkyWest Airlines Inc.,SkyWest Airlines,CPR,DEN,-27.0,0.0,Wednesday
2023-06-30,SkyWest Airlines Inc.,SkyWest Airlines,SLC,IDA,-4.0,0.0,Friday
2020-10-21,Mesa Airlines Inc.,,DFW,ELP,-12.0,0.0,Wednesday
2019-08-09,Alaska Airlines Inc.,Alaska Airlines,SAN,AUS,2.0,0.0,Friday
2023-07-10,Endeavor Air Inc.,,XNA,MSP,-8.0,0.0,Monday
2019-02-06,American Airlines Inc.,American Airlines,BOS,LGA,-40.0,0.0,Wednesday
2022-08-08,Envoy Air,,BWI,ORD,26.0,0.0,Monday
2022-09-11,Alaska Airlines Inc.,Alaska Airlines,DCA,SEA,-15.0,0.0,Sunday
2022-12-19,American Airlines Inc.,American Airlines,RIC,CLT,5.0,0.0,Monday
2021-01-03,Endeavor Air Inc.,,DAY,ATL,-20.0,0.0,Sunday
2021-01-29,Southwest Airlines Co.,Southwest Airlines,LAS,PDX,-11.0,0.0,Friday
2022-01-21,Republic Airline,,SDF,LGA,-15.0,0.0,Friday
2019-10-30,SkyWest Airlines Inc.,SkyWest Airlines,IND,ORD,50.0,0.0,Wednesday
2020-02-05,Southwest Airlines Co.,Southwest Airlines,PHX,PIT,-11.0,0.0,Wednesday
2022-05-29,Delta Air Lines Inc.,Delta Air Lines,ATL,ICT,-18.0,0.0,Sunday
2019-03-18,Delta Air Lines Inc.,Delta Air Lines,SFO,DTW,-16.0,0.0,Monday
2019-09-21,Southwest Airlines Co.,Southwest Airlines,SAN,LAS,-8.0,0.0,Saturday
2019-05-16,Delta Air Lines Inc.,Delta Air Lines,DTW,PHX,7.0,0.0,Thursday
2019-04-28,Southwest Airlines Co.,Southwest Airlines,BDL,FLL,-20.0,0.0,Sunday
2019-09-20,JetBlue Airways,JetBlue Airways,PBI,HPN,-15.0,0.0,Friday
2020-03-25,American Airlines Inc.,American Airlines,DFW,LAS,-14.0,0.0,Wednesday
2019-09-05,Southwest Airlines Co.,Southwest Airlines,SJC,DEN,-9.0,0.0,Thursday
2020-04-13,Delta Air Lines Inc.,Delta Air Lines,MCO,MSP,12.0,0.0,Monday
2022-09-20,Delta Air Lines Inc.,Delta Air Lines,MSY,ATL,-21.0,0.0,Tuesday
2019-06-10,SkyWest Airlines Inc.,SkyWest Airlines,STS,DEN,22.0,0.0,Monday
2022-06-22,Delta Air Lines Inc.,Delta Air Lines,ATL,CHS,-9.0,0.0,Wednesday
2021-03-27,JetBlue Airways,JetBlue Airways,JFK,FLL,1.0,0.0,Saturday
2023-03-22,Spirit Air Lines,Spirit Airlines,MCO,EWR,-9.0,0.0,Wednesday
2023-04-25,Southwest Airlines Co.,Southwest Airlines,DAL,MIA,-22.0,0.0,Tuesday
2020-03-18,SkyWest Airlines Inc.,SkyWest Airlines,MOB,ATL,-1.0,0.0,Wednesday
2019-02-24,Republic Airline,,CMH,PHL,-10.0,0.0,Sunday
2022-11-26,SkyWest Airlines Inc.,SkyWest Airlines,ASE,DEN,-14.0,0.0,Saturday
2022-07-13,American Airlines Inc.,American Airlines,AUS,MIA,-16.0,0.0,Wednesday
2019-09-05,United Air Lines Inc.,United Airlines,ORD,LAS,-15.0,0.0,Thursday
2021-11-18,Delta Air Lines Inc.,Delta Air Lines,DFW,LGA,-17.0,0.0,Thursday
2021-03-12,JetBlue Airways,JetBlue Airways,BOS,JFK,-18.0,0.0,Friday
2020-12-05,SkyWest Airlines Inc.,SkyWest Airlines,SBP,PHX,-8.0,0.0,Saturday
2019-02-17,American Airlines Inc.,American Airlines,MIA,JFK,-16.0,0.0,Sunday
2022-01-24,Southwest Airlines Co.,Southwest Airlines,AUS,OKC,-17.0,0.0,Monday
2019-09-21,JetBlue Airways,JetBlue Airways,HPN,TPA,-28.0,0.0,Saturday
2019-02-16,Republic Airline,,EWR,JAX,-20.0,0.0,Saturday
2021-01-05,American Airlines Inc.,American Airlines,DFW,BNA,-30.0,0.0,Tuesday
2019-09-28,United Air Lines Inc.,United Airlines,DFW,DEN,-9.0,0.0,Saturday
2021-11-23,SkyWest Airlines Inc.,SkyWest Airlines,SLC,EKO,-16.0,0.0,Tuesday
2019-08-19,Delta Air Lines Inc.,Delta Air Lines,MSP,IAH,-3.0,0.0,Monday
2022-06-15,Envoy Air,,ORD,HSV,48.0,0.0,Wednesday
2022-01-03,SkyWest Airlines Inc.,SkyWest Airlines,GRK,DFW,9.0,0.0,Monday
2020-01-11,Envoy Air,,ORD,BUF,56.0,0.0,Saturday
2023-04-26,American Airlines Inc.,American Airlines,PHX,MSP,13.0,0.0,Wednesday
2023-03-15,Southwest Airlines Co.,Southwest Airlines,DCA,BNA,-29.0,0.0,Wednesday
2019-03-08,American Airlines Inc.,American Airlines,PHL,SFO,112.0,0.0,Friday
2023-04-13,Delta Air Lines Inc.,Delta Air Lines,GEG,MSP,180.0,0.0,Thursday
2019-09-19,American Airlines Inc.,American Airlines,MEM,DCA,-11.0,0.0,Thursday
2021-01-23,Southwest Airlines Co.,Southwest Airlines,PHX,DEN,-22.0,0.0,Saturday
2021-05-28,Republic Airline,,CLT,ILM,-22.0,0.0,Friday
2022-05-02,Southwest Airlines Co.,Southwest Airlines,BUR,SJC,2.0,0.0,Monday
2020-10-03,United Air Lines Inc.,United Airlines,MCO,EWR,-21.0,0.0,Saturday
2021-06-23,SkyWest Airlines Inc.,SkyWest Airlines,SLC,FCA,-11.0,0.0,Wednesday
2023-03-11,Delta Air Lines Inc.,Delta Air Lines,SRQ,ATL,68.0,0.0,Saturday
2021-03-04,SkyWest Airlines Inc.,SkyWest Airlines,BTR,DFW,4.0,0.0,Thursday
2023-02-19,Southwest Airlines Co.,Southwest Airlines,STL,BWI,-24.0,0.0,Sunday
2023-02-27,SkyWest Airlines Inc.,SkyWest Airlines,FOD,ORD,-43.0,0.0,Monday
2020-10-14,SkyWest Airlines Inc.,SkyWest Airlines,DEN,ICT,4.0,0.0,Wednesday
2019-08-22,American Airlines Inc.,American Airlines,PHL,PHX,0.0,0.0,Thursday
2021-10-20,Southwest Airlines Co.,Southwest Airlines,LAX,MCI,-14.0,0.0,Wednesday
2022-10-08,Hawaiian Airlines Inc.,Hawaiian Airlines,ITO,HNL,37.0,0.0,Saturday
2020-02-02,Republic Airline,,LGA,RIC,-29.0,0.0,Sunday
2020-09-27,United Air Lines Inc.,United Airlines,BZN,ORD,-38.0,0.0,Sunday
2019-06-11,American Airlines Inc.,American Airlines,MIA,STL,-5.0,0.0,Tuesday
2019-06-07,SkyWest Airlines Inc.,SkyWest Airlines,SFO,SBA,-6.0,0.0,Friday
2021-05-16,Southwest Airlines Co.,Southwest Airlines,SAN,PHX,-8.0,0.0,Sunday
2020-03-23,SkyWest Airlines Inc.,SkyWest Airlines,DTW,MHT,-25.0,0.0,Monday
2021-12-29,Delta Air Lines Inc.,Delta Air Lines,DTW,LGA,-34.0,0.0,Wednesday
2021-01-23,SkyWest Airlines Inc.,SkyWest Airlines,MSP,IAH,-18.0,0.0,Saturday
2023-07-11,PSA Airlines Inc.,,HPN,DCA,-11.0,0.0,Tuesday
2019-11-13,Delta Air Lines Inc.,Delta Air Lines,ATL,DFW,2.0,0.0,Wednesday
2023-03-17,Frontier Airlines Inc.,Frontier Airlines,MIA,ATL,4.0,0.0,Friday
2020-02-15,Alaska Airlines Inc.,Alaska Airlines,LAX,ORD,-6.0,0.0,Saturday
2020-01-26,Southwest Airlines Co.,Southwest Airlines,DAL,MCI,14.0,0.0,Sunday
2021-01-04,Southwest Airlines Co.,Southwest Airlines,ATL,DEN,32.0,0.0,Monday
2020-02-17,ExpressJet Airlines LLC d/b/a aha!,,ORD,EYW,-30.0,0.0,Monday
2019-02-02,Republic Airline,,HOU,MIA,-14.0,0.0,Saturday
2022-11-13,Delta Air Lines Inc.,Delta Air Lines,MCI,SLC,-20.0,0.0,Sunday
2023-06-10,United Air Lines Inc.,United Airlines,ORD,LAS,-17.0,0.0,Saturday
2020-06-26,PSA Airlines Inc.,,CLT,GNV,-20.0,0.0,Friday
2022-04-18,Southwest Airlines Co.,Southwest Airlines,PIT,TPA,1.0,0.0,Monday
2019-10-04,Endeavor Air Inc.,,IAH,CVG,-24.0,0.0,Friday
2019-06-30,Spirit Air Lines,Spirit Airlines,MYR,BOS,8.0,0.0,Sunday
2019-07-02,PSA Airlines Inc.,,CLT,DAY,1.0,0.0,Tuesday
2019-01-08,American Airlines Inc.,American Airlines,ORD,DEN,-11.0,0.0,Tuesday
2019-08-28,Delta Air Lines Inc.,Delta Air Lines,ATL,DCA,-5.0,0.0,Wednesday
2019-11-27,Alaska Airlines Inc.,Alaska Airlines,SEA,FAI,11.0,0.0,Wednesday
2021-08-17,Frontier Airlines Inc.,Frontier Airlines,MCO,MIA,3.0,0.0,Tuesday
2022-01-27,SkyWest Airlines Inc.,SkyWest Airlines,SFO,ASE,0.0,0.0,Thursday
2019-11-09,United Air Lines Inc.,United Airlines,SFO,DEN,12.0,0.0,Saturday
2019-02-04,SkyWest Airlines Inc.,SkyWest Airlines,SJC,RNO,0.0,0.0,Monday
2022-11-17,Envoy Air,,ABQ,AUS,-16.0,0.0,Thursday
2021-10-20,Republic Airline,,CMH,LGA,-10.0,0.0,Wednesday
2022-07-15,Republic Airline,,IAD,BTV,-18.0,0.0,Friday
2022-10-07,Southwest Airlines Co.,Southwest Airlines,DAL,DEN,21.0,0.0,Friday
2023-01-07,Republic Airline,,EWR,RIC,-6.0,0.0,Saturday
2022-09-21,American Airlines Inc.,American Airlines,CLT,MCO,-6.0,0.0,Wednesday
2022-04-03,American Airlines Inc.,American Airlines,DFW,PDX,861.0,0.0,Sunday
2022-02-19,JetBlue Airways,JetBlue Airways,AUS,LAX,-11.0,0.0,Saturday
2022-01-05,American Airlines Inc.,American Airlines,RDU,DFW,-3.0,0.0,Wednesday
2023-07-05,JetBlue Airways,JetBlue Airways,CHS,LAX,-12.0,0.0,Wednesday
2021-05-21,United Air Lines Inc.,United Airlines,LGA,DEN,-34.0,0.0,Friday
2021-10-30,Endeavor Air Inc.,,LGA,RDU,-6.0,0.0,Saturday
2020-01-13,Envoy Air,,ORD,RIC,-10.0,0.0,Monday
2020-07-19,PSA Airlines Inc.,,CLT,DAB,-16.0,0.0,Sunday
2019-03-05,American Airlines Inc.,American Airlines,ATL,DFW,10.0,0.0,Tuesday
2021-09-09,Delta Air Lines Inc.,Delta Air Lines,SLC,PHX,-5.0,0.0,Thursday
2019-11-15,Delta Air Lines Inc.,Delta Air Lines,BNA,ATL,157.0,0.0,Friday
2019-08-05,Mesa Airlines Inc.,,BOI,IAH,-5.0,0.0,Monday
2021-08-25,Delta Air Lines Inc.,Delta Air Lines,PBI,LGA,-26.0,0.0,Wednesday
2022-01-16,Southwest Airlines Co.,Southwest Airlines,BWI,DEN,15.0,0.0,Sunday
2022-06-12,Delta Air Lines Inc.,Delta Air Lines,BHM,ATL,166.0,0.0,Sunday
2019-10-22,SkyWest Airlines Inc.,SkyWest Airlines,BFF,DEN,-27.0,0.0,Tuesday
2019-03-06,Delta Air Lines Inc.,Delta Air Lines,SDF,ATL,-16.0,0.0,Wednesday
2020-07-21,SkyWest Airlines Inc.,SkyWest Airlines,COU,ORD,-30.0,0.0,Tuesday
2020-03-28,Southwest Airlines Co.,Southwest Airlines,BNA,DCA,-22.0,0.0,Saturday
