FL_DATE,AIRLINE,airline_name,ORIGIN,DEST,ARR_DELAY,CANCELLED,DAY_OF_WEEK
2020-06-17,Alaska Airlines Inc.,Alaska Airlines,SEA,SNA,-25.0,0.0,Wednesday
2023-06-27,Southwest Airlines Co.,Southwest Airlines,SAN,OAK,-12.0,0.0,Tuesday
2019-04-21,Allegiant Air,,OMA,PGD,-13.0,0.0,Sunday
2021-04-25,Southwest Airlines Co.,Southwest Airlines,COS,DAL,-23.0,0.0,Sunday
2020-08-10,Southwest Airlines Co.,Southwest Airlines,MSY,HOU,-19.0,0.0,Monday
2020-04-08,United Air Lines Inc.,United Airlines,SFO,SAN,-29.0,0.0,Wednesday
2022-05-25,American Airlines Inc.,American Airlines,DFW,PDX,1.0,0.0,Wednesday
2023-01-01,Frontier Airlines Inc.,Frontier Airlines,CVG,MIA,2.0,0.0,Sunday
2020-06-14,Republic Airline,,CLT,BUF,-11.0,0.0,Sunday
2019-09-12,Delta Air Lines Inc.,Delta Air Lines,DTW,LAX,3.0,0.0,Thursday
2021-07-21,Envoy Air,,ORD,LAN,-18.0,0.0,Wednesday
2020-09-07,Southwest Airlines Co.,Southwest Airlines,DEN,MDW,4.0,0.0,Monday
2023-07-03,Republic Airline,,LGA,MEM,-12.0,0.0,Monday
2021-05-31,Endeavor Air Inc.,,ITH,DTW,-28.0,0.0,Monday
2020-09-21,Delta Air Lines Inc.,Delta Air Lines,SJC,SLC,-9.0,0.0,Monday
2023-04-30,SkyWest Airlines Inc.,SkyWest Airlines,ATL,MGM,11.0,0.0,Sunday
2022-02-19,Southwest Airlines Co.,Southwest Airlines,AUS,DAL,-14.0,0.0,Saturday
2023-07-25,Alaska Airlines Inc.,Alaska Airlines,PDX,SEA,1.0,0.0,Tuesday
2022-10-02,American Airlines Inc.,American Airlines,DCA,MIA,-5.0,0.0,Sunday
2023-03-29,Southwest Airlines Co.,Southwest Airlines,PHX,HOU,-9.0,0.0,Wednesday
2019-09-28,Alaska Airlines Inc.,Alaska Airlines,LAX,SFO,-1.0,0.0,Saturday
2022-08-06,Delta Air Lines Inc.,Delta Air Lines,SLC,AUS,141.0,0.0,Saturday
2019-09-09,Delta Air Lines Inc.,Delta Air Lines,ATL,GSO,-20.0,0.0,Monday
2019-06-12,Frontier Airlines Inc.,Frontier Airlines,ORD,PHX,44.0,0.0,Wednesday
2019-12-29,Southwest Airlines Co.,Southwest Airlines,BWI,PHX,-18.0,0.0,Sunday
2019-06-29,SkyWest Airlines Inc.,SkyWest Airlines,ORD,AVL,-13.0,0.0,Saturday
2020-11-19,Southwest Airlines Co.,Southwest Airlines,BWI,MCO,-6.0,0.0,Thursday
2021-10-08,American Airlines Inc.,American Airlines,OMA,CLT,22.0,0.0,Friday
2023-05-26,SkyWest Airlines Inc.,SkyWest Airlines,PIT,IAH,-47.0,0.0,Friday
2021-08-02,Allegiant Air,,IND,SFB,83.0,0.0,Monday
2022-03-01,American Airlines Inc.,American Airlines,CLT,TUL,-6.0,0.0,Tuesday
2023-01-11,Delta Air Lines Inc.,Delta Air Lines,SLC,BWI,-13.0,0.0,Wednesday
2022-11-04,Frontier Airlines Inc.,Frontier Airlines,BMI,DEN,11.0,0.0,Friday
2022-02-22,American Airlines Inc.,American Airlines,CLT,MCO,17.0,0.0,Tuesday
2022-10-07,American Airlines Inc.,American Airlines,SDF,DFW,-12.0,0.0,Friday
2022-08-13,SkyWest Airlines Inc.,SkyWest Airlines,CID,ORD,-23.0,0.0,Saturday
2022-09-03,Southwest Airlines Co.,Southwest Airlines,SNA,PHX,-14.0,0.0,Saturday
2019-08-06,SkyWest Airlines Inc.,SkyWest Airlines,FLG,DFW,-13.0,0.0,Tuesday
2022-12-16,Southwest Airlines Co.,Southwest Airlines,PHX,SAN,-17.0,0.0,Friday
2020-12-22,Republic Airline,,ORD,AUS,-12.0,0.0,Tuesday
2022-10-30,American Airlines Inc.,American Airlines,DFW,CLE,-2.0,0.0,Sunday
2019-07-16,American Airlines Inc.,American Airlines,LGA,CLT,-42.0,0.0,Tuesday
2022-12-13,SkyWest Airlines Inc.,SkyWest Airlines,ONT,SFO,-17.0,0.0,Tuesday
2020-03-13,PSA Airlines Inc.,,CMH,CLT,-6.0,0.0,Friday
2021-02-11,United Air Lines Inc.,United Airlines,ORD,PHX,-5.0,0.0,Thursday
2023-08-20,Delta Air Lines Inc.,Delta Air Lines,JFK,AUS,-29.0,0.0,Sunday
2022-05-13,Delta Air Lines Inc.,Delta Air Lines,DEN,JFK,25.0,0.0,Friday
2019-05-29,SkyWest Airlines Inc.,SkyWest Airlines,ATL,ILM,-15.0,0.0,Wednesday
2022-04-25,Spirit Air Lines,Spirit Airlines,LGA,MIA,-35.0,0.0,Monday
2023-02-05,American Airlines Inc.,American Airlines,ORF,CLT,7.0,0.0,Sunday
2021-04-01,Endeavor Air Inc.,,BDL,MSP,-30.0,0.0,Thursday
2023-05-02,Republic Airline,,BOS,DCA,-11.0,0.0,Tuesday
2022-09-10,Frontier Airlines Inc.,Frontier Airlines,SFO,LAS,-18.0,0.0,Saturday
2019-06-03,PSA Airlines Inc.,,BDL,DCA,-12.0,0.0,Monday
2023-08-02,Southwest Airlines Co.,Southwest Airlines,GRR,BWI,-18.0,0.0,Wednesday
2019-05-31,PSA Airlines Inc.,,CLT,SDF,100.0,0.0,Friday
2020-10-18,Southwest Airlines Co.,Southwest Airlines,STL,MDW,-2.0,0.0,Sunday
2019-09-28,JetBlue Airways,JetBlue Airways,DCA,BOS,-20.0,0.0,Saturday
2019-08-31,Southwest Airlines Co.,Southwest Airlines,SJC,ONT,-9.0,0.0,Saturday
2019-01-25,PSA Airlines Inc.,,STL,CLT,0.0,0.0,Friday
2022-03-18,Delta Air Lines Inc.,Delta Air Lines,RSW,DTW,-7.0,0.0,Friday
2020-01-16,Delta Air Lines Inc.,Delta Air Lines,ATL,AUS,-4.0,0.0,Thursday
2021-12-31,SkyWest Airlines Inc.,SkyWest Airlines,ORD,FAR,-27.0,0.0,Friday
2022-07-02,Spirit Air Lines,Spirit Airlines,DFW,FLL,-19.0,0.0,Saturday
2021-11-15,Southwest Airlines Co.,Southwest Airlines,MCO,HOU,-22.0,0.0,Monday
2019-09-29,Delta Air Lines Inc.,Delta Air Lines,MSY,ATL,30.0,0.0,Sunday
2019-12-31,American Airlines Inc.,American Airlines,LAX,BNA,-19.0,0.0,Tuesday
2023-06-02,Southwest Airlines Co.,Southwest Airlines,BNA,CLE,-5.0,0.0,Friday
2021-06-17,American Airlines Inc.,American Airlines,STT,PHL,-13.0,0.0,Thursday
2023-02-09,United Air Lines Inc.,United Airlines,ORD,OMA,4.0,0.0,Thursday
2020-03-21,Southwest Airlines Co.,Southwest Airlines,ATL,DAL,-14.0,0.0,Saturday
2020-08-20,Spirit Air Lines,Spirit Airlines,TPA,ORD,-22.0,0.0,Thursday
2019-07-09,American Airlines Inc.,American Airlines,PHL,PWM,-15.0,0.0,Tuesday
2020-07-24,American Airlines Inc.,American Airlines,CLT,IAH,-7.0,0.0,Friday
2020-08-19,SkyWest Airlines Inc.,SkyWest Airlines,GEG,SEA,-12.0,0.0,Wednesday
2022-12-04,JetBlue Airways,JetBlue Airways,JFK,BUF,-4.0,0.0,Sunday
2022-06-28,Delta Air Lines Inc.,Delta Air Lines,ATL,PBI,-16.0,0.0,Tuesday
2022-01-28,Spirit Air Lines,Spirit Airlines,DFW,FLL,-11.0,0.0,Friday
2023-05-13,American Airlines Inc.,American Airlines,LGA,CLT,-21.0,0.0,Saturday
2021-09-23,Delta Air Lines Inc.,Delta Air Lines,SAT,ATL,-16.0,0.0,Thursday
2021-05-27,Delta Air Lines Inc.,Delta Air Lines,DEN,MSP,-16.0,0.0,Thursday
2023-02-09,American Airlines Inc.,American Airlines,TUS,ORD,-8.0,0.0,Thursday
2022-04-12,Delta Air Lines Inc.,Delta Air Lines,ATL,STL,-1.0,0.0,Tuesday
2023-08-20,American Airlines Inc.,American Airlines,GSP,CLT,-12.0,0.0,Sunday
2023-06-13,Delta Air Lines Inc.,Delta Air Lines,SEA,MCI,7.0,0.0,Tuesday
2020-09-01,United Air Lines Inc.,United Airlines,MIA,EWR,-13.0,0.0,Tuesday
2022-03-08,PSA Airlines Inc.,,AVL,CLT,-12.0,0.0,Tuesday
2019-09-16,Southwest Airlines Co.,Southwest Airlines,LGB,SMF,-3.0,0.0,Monday
2022-07-19,Envoy Air,,CRP,DFW,219.0,0.0,Tuesday
2022-08-05,Southwest Airlines Co.,Southwest Airlines,RDU,MCO,0.0,0.0,Friday
2021-10-21,Southwest Airlines Co.,Southwest Airlines,DAL,ELP,-7.0,0.0,Thursday
2021-10-31,Republic Airline,,ILM,LGA,40.0,0.0,Sunday
2021-07-23,SkyWest Airlines Inc.,SkyWest Airlines,ORD,OKC,-17.0,0.0,Friday
2021-05-24,Southwest Airlines Co.,Southwest Airlines,HOU,FLL,70.0,0.0,Monday
2020-02-17,Delta Air Lines Inc.,Delta Air Lines,ATL,SDF,-1.0,0.0,Monday
2023-04-01,JetBlue Airways,JetBlue Airways,BOS,MCO,9.0,0.0,Saturday
2023-04-27,JetBlue Airways,JetBlue Airways,BOS,EYW,-7.0,0.0,Thursday
2020-10-11,Allegiant Air,,VPS,OKC,-15.0,0.0,Sunday
2022-12-17,Southwest Airlines Co.,Southwest Airlines,ORD,PHX,13.0,0.0,Saturday
2019-05-26,Republic Airline,,MIA,MSY,-10.0,0.0,Sunday
2021-08-30,American Airlines Inc.,American Airlines,EYW,CLT,-16.0,0.0,Monday
2019-11-06,Delta Air Lines Inc.,Delta Air Lines,ATL,DCA,-12.0,0.0,Wednesday
2023-03-30,SkyWest Airlines Inc.,SkyWest Airlines,SMF,LAX,-26.0,0.0,Thursday
2022-11-22,Delta Air Lines Inc.,Delta Air Lines,CLT,ATL,-19.0,0.0,Tuesday
2022-02-08,Delta Air Lines Inc.,Delta Air Lines,SLC,SEA,-34.0,0.0,Tuesday
2022-11-12,United Air Lines Inc.,United Airlines,SMF,DEN,-20.0,0.0,Saturday
2019-11-14,Endeavor Air Inc.,,EVV,DTW,-13.0,0.0,Thursday
2021-11-12,Southwest Airlines Co.,Southwest Airlines,PDX,SMF,0.0,0.0,Friday
2023-08-24,Spirit Air Lines,Spirit Airlines,LAX,ORD,56.0,0.0,Thursday
2021-01-22,SkyWest Airlines Inc.,SkyWest Airlines,ORD,ASE,-7.0,0.0,Friday
2020-03-13,American Airlines Inc.,American Airlines,DFW,ATL,2.0,0.0,Friday
2021-02-22,Southwest Airlines Co.,Southwest Airlines,DAL,OAK,-30.0,0.0,Monday
2022-02-15,SkyWest Airlines Inc.,SkyWest Airlines,ORD,LIT,-25.0,0.0,Tuesday
2022-01-30,Envoy Air,,CLT,CMH,-2.0,0.0,Sunday
2020-07-31,American Airlines Inc.,American Airlines,PHX,SMF,2.0,0.0,Friday
2023-04-01,American Airlines Inc.,American Airlines,CLT,GRR,714.0,0.0,Saturday
2021-07-04,American Airlines Inc.,American Airlines,RDU,DFW,-27.0,0.0,Sunday
2019-09-29,Allegiant Air,,AZA,IDA,28.0,0.0,Sunday
2022-02-13,Southwest Airlines Co.,Southwest Airlines,SAN,OAK,-16.0,0.0,Sunday
2019-12-25,SkyWest Airlines Inc.,SkyWest Airlines,SLC,BIL,-31.0,0.0,Wednesday
2023-05-24,Delta Air Lines Inc.,Delta Air Lines,DTW,GSP,89.0,0.0,Wednesday
2019-01-26,Hawaiian Airlines Inc.,Hawaiian Airlines,KOA,HNL,-6.0,0.0,Saturday
2022-10-18,Southwest Airlines Co.,Southwest Airlines,DTW,DEN,-5.0,0.0,Tuesday
2023-08-13,Spirit Air Lines,Spirit Airlines,LAS,SAT,-6.0,0.0,Sunday
2022-09-27,United Air Lines Inc.,United Airlines,AUS,IAH,-20.0,0.0,Tuesday
2022-07-23,United Air Lines Inc.,United Airlines,PDX,SFO,-12.0,0.0,Saturday
2023-08-25,Southwest Airlines Co.,Southwest Airlines,DEN,DSM,79.0,0.0,Friday
2023-08-02,Southwest Airlines Co.,Southwest Airlines,OAK,MDW,117.0,0.0,Wednesday
2022-08-14,American Airlines Inc.,American Airlines,DFW,AUS,15.0,0.0,Sunday
2020-01-19,SkyWest Airlines Inc.,SkyWest Airlines,DSM,IAH,268.0,0.0,Sunday
2022-05-26,American Airlines Inc.,American Airlines,ATL,MIA,14.0,0.0,Thursday
2020-11-09,JetBlue Airways,JetBlue Airways,RDU,JFK,1.0,0.0,Monday
2023-05-02,Southwest Airlines Co.,Southwest Airlines,BUR,SJC,29.0,0.0,Tuesday
2023-04-23,Southwest Airlines Co.,Southwest Airlines,BUR,SJC,6.0,0.0,Sunday
2020-02-10,American Airlines Inc.,American Airlines,CLT,PHX,8.0,0.0,Monday
2021-05-06,Horizon Air,,SAN,PDX,-28.0,0.0,Thursday
2019-10-07,PSA Airlines Inc.,,SBN,CLT,-14.0,0.0,Monday
2021-12-16,Alaska Airlines Inc.,Alaska Airlines,SEA,ANC,0.0,0.0,Thursday
2020-08-19,SkyWest Airlines Inc.,SkyWest Airlines,DTW,IMT,-19.0,0.0,Wednesday
2021-05-30,Alaska Airlines Inc.,Alaska Airlines,PDX,SEA,-4.0,0.0,Sunday
2019-02-26,American Airlines Inc.,American Airlines,MIA,LGA,24.0,0.0,Tuesday
2022-01-10,American Airlines Inc.,American Airlines,MTJ,DFW,-15.0,0.0,Monday
2020-04-13,Envoy Air,,DTW,ORD,-28.0,0.0,Monday
2021-03-07,SkyWest Airlines Inc.,SkyWest Airlines,MKE,DTW,-17.0,0.0,Sunday
2020-05-08,Frontier Airlines Inc.,Frontier Airlines,DEN,PDX,-15.0,0.0,Friday
2022-07-07,Republic Airline,,PHL,PIT,-10.0,0.0,Thursday
2019-08-22,ExpressJet Airlines LLC d/b/a aha!,,EWR,STL,7.0,0.0,Thursday
2019-12-11,Delta Air Lines Inc.,Delta Air Lines,ATL,CHS,2.0,0.0,Wednesday
2020-01-19,Southwest Airlines Co.,Southwest Airlines,ATL,RSW,1.0,0.0,Sunday
2019-06-16,United Air Lines Inc.,United Airlines,RDU,IAH,1.0,0.0,Sunday
2019-04-03,American Airlines Inc.,American Airlines,SAT,DFW,-2.0,0.0,Wednesday
2022-07-01,JetBlue Airways,JetBlue Airways,JAX,JFK,-6.0,0.0,Friday
2023-03-21,Spirit Air Lines,Spirit Airlines,CMH,LAS,70.0,0.0,Tuesday
2021-09-25,United Air Lines Inc.,United Airlines,DEN,CMH,-11.0,0.0,Saturday
2023-02-14,Alaska Airlines Inc.,Alaska Airlines,SAN,OGG,10.0,0.0,Tuesday
2023-05-12,Alaska Airlines Inc.,Alaska Airlines,PDX,SJC,-16.0,0.0,Friday
2020-03-01,American Airlines Inc.,American Airlines,EWR,ORD,-16.0,0.0,Sunday
2022-05-13,Delta Air Lines Inc.,Delta Air Lines,LAX,MSP,-6.0,0.0,Friday
2019-12-12,American Airlines Inc.,American Airlines,CLT,CLE,-11.0,0.0,Thursday
2019-05-25,Republic Airline,,PIT,ORD,-21.0,0.0,Saturday
2021-09-21,JetBlue Airways,JetBlue Airways,JFK,ORH,-23.0,0.0,Tuesday
2019-08-07,Republic Airline,,CLT,LGA,-38.0,0.0,Wednesday
2021-06-02,Delta Air Lines Inc.,Delta Air Lines,DEN,SLC,-27.0,0.0,Wednesday
2019-06-07,Delta Air Lines Inc.,Delta Air Lines,IAH,LGA,-9.0,0.0,Friday
2022-02-22,Delta Air Lines Inc.,Delta Air Lines,ATL,CLT,37.0,0.0,Tuesday
2023-05-28,Delta Air Lines Inc.,Delta Air Lines,BOS,MSP,-29.0,0.0,Sunday
2020-01-08,American Airlines Inc.,American Airlines,CLT,MCO,8.0,0.0,Wednesday
2019-11-07,Southwest Airlines Co.,Southwest Airlines,LAS,SNA,-11.0,0.0,Thursday
2019-08-24,Southwest Airlines Co.,Southwest Airlines,CMH,BWI,-16.0,0.0,Saturday
2019-10-12,United Air Lines Inc.,United Airlines,EWR,LAS,75.0,0.0,Saturday
2023-07-31,SkyWest Airlines Inc.,SkyWest Airlines,PSC,DEN,-1.0,0.0,Monday
2022-09-03,Alaska Airlines Inc.,Alaska Airlines,SEA,STL,-6.0,0.0,Saturday
2022-01-18,Southwest Airlines Co.,Southwest Airlines,LAS,LGB,-15.0,0.0,Tuesday
2020-08-28,Southwest Airlines Co.,Southwest Airlines,MHT,MCO,-7.0,0.0,Friday
2019-01-27,SkyWest Airlines Inc.,SkyWest Airlines,LAX,TUS,-11.0,0.0,Sunday
2021-01-10,Alaska Airlines Inc.,Alaska Airlines,SEA,PSP,-20.0,0.0,Sunday
2022-04-05,SkyWest Airlines Inc.,SkyWest Airlines,ORD,BNA,-16.0,0.0,Tuesday
2019-02-14,PSA Airlines Inc.,,CLT,HSV,-8.0,0.0,Thursday
2023-04-06,Southwest Airlines Co.,Southwest Airlines,MDW,MEM,-6.0,0.0,Thursday
2019-07-04,PSA Airlines Inc.,,CLE,CLT,12.0,0.0,Thursday
2020-01-04,Southwest Airlines Co.,Southwest Airlines,CLT,BNA,-13.0,0.0,Saturday
2021-04-30,SkyWest Airlines Inc.,SkyWest Airlines,PDX,SEA,-11.0,0.0,Friday
2020-07-09,SkyWest Airlines Inc.,SkyWest Airlines,SEA,PSC,-7.0,0.0,Thursday
2020-11-20,PSA Airlines Inc.,,PHL,BDL,-7.0,0.0,Friday
2019-02-16,Delta Air Lines Inc.,Delta Air Lines,SAT,ATL,-27.0,0.0,Saturday
2022-05-21,SkyWest Airlines Inc.,SkyWest Airlines,TUL,DEN,23.0,0.0,Saturday
2021-04-22,Republic Airline,,PHL,RSW,-15.0,0.0,Thursday
2023-06-11,Alaska Airlines Inc.,Alaska Airlines,PAE,LAS,14.0,0.0,Sunday
2023-07-01,United Air Lines Inc.,United Airlines,IAD,ORD,169.0,0.0,Saturday
2023-04-24,Southwest Airlines Co.,Southwest Airlines,OAK,PDX,6.0,0.0,Monday
2021-08-05,Envoy Air,,DCA,CVG,-6.0,0.0,Thursday
2022-08-12,Horizon Air,,BOI,PDX,8.0,0.0,Friday
2019-04-28,Southwest Airlines Co.,Southwest Airlines,STL,LAS,15.0,0.0,Sunday
2021-02-11,Delta Air Lines Inc.,Delta Air Lines,ATL,MSY,-5.0,0.0,Thursday
2020-03-16,Spirit Air Lines,Spirit Airlines,DTW,LAS,0.0,0.0,Monday
2020-02-28,Envoy Air,,ORD,MSN,-17.0,0.0,Friday
2022-02-12,Delta Air Lines Inc.,Delta Air Lines,ALB,ATL,-18.0,0.0,Saturday
2021-03-17,American Airlines Inc.,American Airlines,MIA,MSY,24.0,0.0,Wednesday
2022-11-20,Envoy Air,,ORD,MSP,-28.0,0.0,Sunday
2022-04-10,Republic Airline,,ORD,PWM,-3.0,0.0,Sunday
2021-01-19,Delta Air Lines Inc.,Delta Air Lines,EGE,ATL,-26.0,0.0,Tuesday
2022-09-07,United Air Lines Inc.,United Airlines,ORD,DTW,-6.0,0.0,Wednesday
2019-12-08,American Airlines Inc.,American Airlines,DEN,DFW,-26.0,0.0,Sunday
2023-03-31,Southwest Airlines Co.,Southwest Airlines,SMF,PDX,-10.0,0.0,Friday
2020-09-27,SkyWest Airlines Inc.,SkyWest Airlines,ORD,LGA,6.0,0.0,Sunday
2020-11-20,Spirit Air Lines,Spirit Airlines,LAS,DTW,5.0,0.0,Friday
2020-03-10,ExpressJet Airlines LLC d/b/a aha!,,IAH,PNS,-1.0,0.0,Tuesday
2019-11-04,American Airlines Inc.,American Airlines,STL,DFW,-28.0,0.0,Monday
2021-06-22,Envoy Air,,LEX,DFW,17.0,0.0,Tuesday
2019-11-18,Southwest Airlines Co.,Southwest Airlines,MCO,BWI,-10.0,0.0,Monday
2019-12-01,Southwest Airlines Co.,Southwest Airlines,TPA,CMH,53.0,0.0,Sunday
2019-06-07,SkyWest Airlines Inc.,SkyWest Airlines,ORD,COU,5.0,0.0,Friday
2020-03-17,Southwest Airlines Co.,Southwest Airlines,PHL,MDW,-17.0,0.0,Tuesday
2022-02-15,United Air Lines Inc.,United Airlines,JAX,EWR,-26.0,0.0,Tuesday
2019-01-02,American Airlines Inc.,American Airlines,DFW,BNA,40.0,0.0,Wednesday
2023-01-10,Frontier Airlines Inc.,Frontier Airlines,IAH,DEN,34.0,0.0,Tuesday
2022-07-29,Southwest Airlines Co.,Southwest Airlines,SAT,OKC,-19.0,0.0,Friday
2021-01-26,Alaska Airlines Inc.,Alaska Airlines,SEA,PHX,-22.0,0.0,Tuesday
2021-01-14,Allegiant Air,,EVV,SFB,-28.0,0.0,Thursday
2020-03-29,Envoy Air,,RST,ORD,-1.0,0.0,Sunday
2020-12-26,American Airlines Inc.,American Airlines,FLL,DFW,-10.0,0.0,Saturday
2022-02-24,Southwest Airlines Co.,Southwest Airlines,LGB,DEN,5.0,0.0,Thursday
2019-12-04,Delta Air Lines Inc.,Delta Air Lines,ATL,MCO,-2.0,0.0,Wednesday
2022-09-15,Frontier Airlines Inc.,Frontier Airlines,MCO,PHL,27.0,0.0,Thursday
2019-12-05,Alaska Airlines Inc.,Alaska Airlines,SEA,MCO,-6.0,0.0,Thursday
2021-02-27,Horizon Air,,BOI,SEA,8.0,0.0,Saturday
2021-01-09,American Airlines Inc.,American Airlines,EGE,DFW,-23.0,0.0,Saturday
2021-04-11,United Air Lines Inc.,United Airlines,IAD,SMF,-16.0,0.0,Sunday
2019-12-27,Delta Air Lines Inc.,Delta Air Lines,LAX,SEA,19.0,0.0,Friday
2021-11-28,SkyWest Airlines Inc.,SkyWest Airlines,SFO,FAT,-19.0,0.0,Sunday
2021-11-24,Envoy Air,,DFW,SPS,-2.0,0.0,Wednesday
2019-12-02,American Airlines Inc.,American Airlines,BOS,LGA,217.0,0.0,Monday
2021-07-21,SkyWest Airlines Inc.,SkyWest Airlines,DTW,SBN,-14.0,0.0,Wednesday
2020-09-20,Endeavor Air Inc.,,ATL,GPT,-8.0,0.0,Sunday
2019-04-02,PSA Airlines Inc.,,CLT,JAN,-15.0,0.0,Tuesday
2022-08-25,Envoy Air,,DCA,CVG,-17.0,0.0,Thursday
2023-08-12,Republic Airline,,EWR,BTV,2.0,0.0,Saturday
2021-06-13,SkyWest Airlines Inc.,SkyWest Airlines,LSE,MSP,-8.0,0.0,Sunday
2023-05-22,PSA Airlines Inc.,,DCA,PVD,-22.0,0.0,Monday
2022-07-30,Republic Airline,,EWR,SAV,11.0,0.0,Saturday
2023-02-21,American Airlines Inc.,American Airlines,LGA,ORD,-23.0,0.0,Tuesday
2019-06-30,Southwest Airlines Co.,Southwest Airlines,MHT,TPA,-13.0,0.0,Sunday
2022-02-07,SkyWest Airlines Inc.,SkyWest Airlines,MHK,DFW,116.0,0.0,Monday
2022-10-20,American Airlines Inc.,American Airlines,MSO,DFW,3.0,0.0,Thursday
2022-08-17,SkyWest Airlines Inc.,SkyWest Airlines,SNA,SFO,15.0,0.0,Wednesday
2023-01-08,Delta Air Lines Inc.,Delta Air Lines,DTW,BNA,-16.0,0.0,Sunday
2022-07-06,SkyWest Airlines Inc.,SkyWest Airlines,DEN,LAX,4.0,0.0,Wednesday
2019-05-20,Delta Air Lines Inc.,Delta Air Lines,DAB,ATL,-16.0,0.0,Monday
2019-12-02,American Airlines Inc.,American Airlines,DFW,SAN,-2.0,0.0,Monday
2020-03-02,Southwest Airlines Co.,Southwest Airlines,SDF,MDW,-16.0,0.0,Monday
2021-09-18,SkyWest Airlines Inc.,SkyWest Airlines,MEM,ORD,-28.0,0.0,Saturday
2023-04-21,Envoy Air,,DFW,LFT,2.0,0.0,Friday
2022-04-24,Southwest Airlines Co.,Southwest Airlines,LAX,OGG,-6.0,0.0,Sunday
2022-03-10,Republic Airline,,PHL,MYR,34.0,0.0,Thursday
2021-07-03,United Air Lines Inc.,United Airlines,CLE,RSW,15.0,0.0,Saturday
2021-03-27,SkyWest Airlines Inc.,SkyWest Airlines,RNO,SLC,-14.0,0.0,Saturday
2020-06-13,American Airlines Inc.,American Airlines,MIA,BOS,-33.0,0.0,Saturday
2022-01-09,SkyWest Airlines Inc.,SkyWest Airlines,DTW,OMA,48.0,0.0,Sunday
2020-02-24,Alaska Airlines Inc.,Alaska Airlines,DEN,SEA,9.0,0.0,Monday
2021-04-06,Mesa Airlines Inc.,,ONT,PHX,-6.0,0.0,Tuesday
2022-07-23,Allegiant Air,,SGF,SFB,84.0,0.0,Saturday
2020-08-04,Envoy Air,,DFW,ELP,6.0,0.0,Tuesday
2019-08-27,United Air Lines Inc.,United Airlines,MSP,ORD,2.0,0.0,Tuesday
2020-08-19,SkyWest Airlines Inc.,SkyWest Airlines,LAX,SFO,-19.0,0.0,Wednesday
2019-09-05,Hawaiian Airlines Inc.,Hawaiian Airlines,OGG,HNL,0.0,0.0,Thursday
2019-06-14,Endeavor Air Inc.,,CVG,DTW,-6.0,0.0,Friday
2022-06-10,Republic Airline,,IND,DCA,49.0,0.0,Friday
2021-06-26,Delta Air Lines Inc.,Delta Air Lines,ECP,ATL,34.0,0.0,Saturday
2022-06-15,Southwest Airlines Co.,Southwest Airlines,ATL,MCO,-6.0,0.0,Wednesday
2022-02-10,Delta Air Lines Inc.,Delta Air Lines,ATL,DCA,-13.0,0.0,Thursday
2020-03-09,Delta Air Lines Inc.,Delta Air Lines,MCO,BOS,8.0,0.0,Monday
2022-04-28,Endeavor Air Inc.,,BOS,MKE,42.0,0.0,Thursday
2020-02-13,SkyWest Airlines Inc.,SkyWest Airlines,SLC,LAX,-24.0,0.0,Thursday
2019-01-14,American Airlines Inc.,American Airlines,CLT,IAH,-7.0,0.0,Monday
2019-03-22,Southwest Airlines Co.,Southwest Airlines,MDW,BNA,-2.0,0.0,Friday
2021-11-13,Southwest Airlines Co.,Southwest Airlines,BWI,MYR,14.0,0.0,Saturday
2022-01-07,Delta Air Lines Inc.,Delta Air Lines,MSP,MSO,-4.0,0.0,Friday
2021-11-14,PSA Airlines Inc.,,CLT,TYS,15.0,0.0,Sunday
2020-02-01,PSA Airlines Inc.,,LYH,CLT,10.0,0.0,Saturday
2022-09-26,SkyWest Airlines Inc.,SkyWest Airlines,LAX,EUG,-9.0,0.0,Monday
2021-01-06,Southwest Airlines Co.,Southwest Airlines,SEA,MDW,-4.0,0.0,Wednesday
2023-08-21,Republic Airline,,BNA,LGA,-7.0,0.0,Monday
2022-04-06,Southwest Airlines Co.,Southwest Airlines,OAK,SNA,4.0,0.0,Wednesday
2019-10-02,Spirit Air Lines,Spirit Airlines,FLL,TPA,-16.0,0.0,Wednesday
2023-05-14,PSA Airlines Inc.,,HSV,CLT,22.0,0.0,Sunday
2019-08-17,United Air Lines Inc.,United Airlines,IAH,TPA,14.0,0.0,Saturday
2023-03-05,American Airlines Inc.,American Airlines,PBI,DFW,9.0,0.0,Sunday
2022-11-27,SkyWest Airlines Inc.,SkyWest Airlines,DTW,ELM,-14.0,0.0,Sunday
2019-07-04,SkyWest Airlines Inc.,SkyWest Airlines,MSP,MQT,-15.0,0.0,Thursday
2019-08-02,SkyWest Airlines Inc.,SkyWest Airlines,ORD,OKC,13.0,0.0,Friday
2023-05-25,American Airlines Inc.,American Airlines,LAX,MIA,8.0,0.0,Thursday
2021-05-14,American Airlines Inc.,American Airlines,ORD,LAX,-21.0,0.0,Friday
2023-05-27,JetBlue Airways,JetBlue Airways,BOS,TPA,-13.0,0.0,Saturday
2023-02-17,Southwest Airlines Co.,Southwest Airlines,DEN,SMF,-6.0,0.0,Friday
2019-01-13,American Airlines Inc.,American Airlines,SJU,DFW,-1.0,0.0,Sunday
2021-01-14,Endeavor Air Inc.,,DTW,MDT,-15.0,0.0,Thursday
2022-10-16,JetBlue Airways,JetBlue Airways,SFO,FLL,-30.0,0.0,Sunday
